Record_number,type,modified,license,rightsholder,accessrights,bibliographiccitation,references,institutionid,collectionid,datasetid,institutioncode,collectioncode,datasetname,basisofrecord,informationwithheld,datageneralizations,dynamicproperties,occurrenceid,catalognumber,recordnumber,recordedby,individualcount,sex,lifestage,reproductivecondition,behavior,establishmentmeans,occurrencestatus,preparations,disposition,associatedmedia,associatedreferences,associatedsequences,associatedtaxa,othercatalognumbers,occurrenceremarks,organismid,organismname,organismscope,associatedoccurrences,associatedorganisms,previousidentifications,organismremarks,materialsampleid,eventid,fieldnumber,eventdate,eventtime,startdayofyear,enddayofyear,year,month,day,verbatimeventdate,habitat,samplingprotocol,samplingeffort,fieldnotes,eventremarks,locationid,highergeographyid,highergeography,continent,waterbody,islandgroup,island,country,countrycode,stateprovince,county,municipality,locality,verbatimlocality,minimumelevationinmeters,maximumelevationinmeters,verbatimelevation,minimumdepthinmeters,maximumdepthinmeters,verbatimdepth,minimumdistanceabovesurfaceinmeters,maximumdistanceabovesurfaceinmeters,locationaccordingto,locationremarks,decimallatitude,decimallongitude,geodeticdatum,coordinateuncertaintyinmeters,coordinateprecision,verbatimcoordinates,verbatimlatitude,verbatimlongitude,verbatimcoordinatesystem,verbatimsrs,footprintwkt,footprintsrs,georeferencedby,georeferenceddate,georeferenceprotocol,georeferencesources,georeferenceverificationstatus,georeferenceremarks,geologicalcontextid,earliesteonorlowesteonothem,latesteonorhighesteonothem,earliesteraorlowesterathem,latesteraorhighesterathem,earliestperiodorlowestsystem,latestperiodorhighestsystem,earliestepochorlowestseries,latestepochorhighestseries,earliestageorloweststage,latestageorhigheststage,lowestbiostratigraphiczone,highestbiostratigraphiczone,lithostratigraphicterms,group,formation,member,bed,identificationid,identificationqualifier,typestatus,identifiedby,dateidentified,identificationreferences,identificationverificationstatus,identificationremarks,scientificnameid,namepublishedinid,scientificname,acceptednameusage,originalnameusage,namepublishedin,namepublishedinyear,higherclassification,kingdom,phylum,class,order,family,genus,subgenus,specificepithet,infraspecificepithet,taxonrank,verbatimtaxonrank,scientificnameauthorship,vernacularname,nomenclaturalcode,taxonomicstatus,taxonremarks,lengthinmm,lengthtype,lengthunitsinferred,massing,massunitsinferred,underivedlifestage,underivedsex,dataset_url,dataset_citation,gbifdatasetid,gbifpublisherid,dataset_contact_email,dataset_contact,dataset_pubdate,lastindexed,migrator_version,hasmedia,hastissue,wascaptive,isfossil,vntype,haslength
1477,PhysicalObject,04/08/2015,CC0,,http://vertnet.org/resources/norms.html,University of Arkansas Collections Facility. UAFMC Herps. Record ID: urn:catalog:UAFMC:Herps:0075-0998-0001. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uafmc_herps (source published on 2015-05-12),http://portal.vertnet.org/o/uafmc/herps?id=urn-catalog-uafmc-herps-0075-0998-0001,,,,UAFMC,Herps,,PreservedSpecimen,,,,urn:catalog:UAFMC:Herps:0075-0998-0001,0075-0998-0001,,YOUNG HENRY,1,,,,,,present,partial skeleton,,,,,,,"PREP F KILLIBREW DISSECTED, BUGGED, BLEACHED. IMPREGNATED WITH POLYVINYL ACETATE (GELVA V-7) IN ETHANOL, 14 JAN 1976",,,,,,,,,,,1975-08,,,,1975,8,,XX AUG 1975,,,,,,,,| USA | Arkansas | Washington |  |  |  |,North America,,,,United States,US,Arkansas,Washington,,UNKNOWN,USA | ARKANSAS | WASHINGTON | UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lithobates catesbeianus,,,,,ANURA | RANIDAE | LITHOBATES,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,,catesbeianus,,species,,,AMERICAN BULLFROG,ICZN,,,,,,,,,,,University of Arkansas Collections Facility. UAFMC Herps. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uafmc_herps (source published on 2015-05-12),9dc5adb8-b4c0-4642-b1ed-b7c5b0a8c552,9a367b8c-22dd-402d-9161-d3c64c6d6a94,nmccartn@uark.edu,Nancy McCartney,05/12/2015,08/12/2016,04/08/2015,0,0,0,0,specimen,0
1478,MovingImage,11/04/2015,CC0,,http://vertnet.org/resources/norms.html,Macaulay Library. Macaulay Library Audio and Video Collection. Record ID: 43ca0f29-43c3-497c-a76c-6cc6ba8f942f. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film (source published on 2015-11-04),http://macaulaylibrary.org/video/431719,urn:lsid:biocol.org:col:34939,,,CLO,ML,,MachineObservation,,,,43ca0f29-43c3-497c-a76c-6cc6ba8f942f,431719,,David O Brown,,,,,,,present,,,http://macaulaylibrary.org/video/431719,,,,,CU. [SUBJECT Amphibian - Bullfrog] ISCI:DB1_HD056_067,,,,,,,,,,,2004-06,,,,2004,6,,04-Jun,,,,,,,,| United States | New York | Tompkins |  |  |  |,North America,,,,United States,US,New York,Tompkins,,,United States | New York | Tompkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lithobates catesbeianus,,,,,,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,,catesbeianus,,species,,,American Bullfrog,ICZN,,,,,,,,,,,Macaulay Library. Macaulay Library Audio and Video Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film (source published on 2015-11-04),7f6dd0f7-9ed4-49c0-bb71-b2a9c7fed9f1,e2e717bf-551a-4917-bdc9-4fa0f342c530,edwin.scholes@cornell.edu,"Edwin Scholes III, Ph.D.",11/04/2015,08/11/2016,10/15/2015,1,0,0,0,observation,0
1479,MovingImage,11/04/2015,CC0,,http://vertnet.org/resources/norms.html,Macaulay Library. Macaulay Library Audio and Video Collection. Record ID: 45c1b2a1-4cbd-4694-a102-626d0bbf3223. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film (source published on 2015-11-04),http://macaulaylibrary.org/video/431663,urn:lsid:biocol.org:col:34939,,,CLO,ML,,MachineObservation,,,,45c1b2a1-4cbd-4694-a102-626d0bbf3223,431663,,David O Brown,,,,,,,present,,,http://macaulaylibrary.org/video/431663,,,,,in water. [SUBJECT Amphibian - Bullfrog] ISCI:DB1_HD056_011,,,,,,,,,,,2004-06,,,,2004,6,,04-Jun,,,,,,,,| United States | New York | Tompkins |  |  |  |,North America,,,,United States,US,New York,Tompkins,,,United States | New York | Tompkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lithobates catesbeianus,,,,,,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,,catesbeianus,,species,,,American Bullfrog,ICZN,,,,,,,,,,,Macaulay Library. Macaulay Library Audio and Video Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film (source published on 2015-11-04),7f6dd0f7-9ed4-49c0-bb71-b2a9c7fed9f1,e2e717bf-551a-4917-bdc9-4fa0f342c530,edwin.scholes@cornell.edu,"Edwin Scholes III, Ph.D.",11/04/2015,08/11/2016,10/15/2015,1,0,0,0,observation,0
1480,MovingImage,11/04/2015,CC0,,http://vertnet.org/resources/norms.html,Macaulay Library. Macaulay Library Audio and Video Collection. Record ID: 4614ef17-1b49-4859-8420-52b6db41b90b. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film (source published on 2015-11-04),http://macaulaylibrary.org/video/432328,urn:lsid:biocol.org:col:34939,,,CLO,ML,,MachineObservation,,,,4614ef17-1b49-4859-8420-52b6db41b90b,432328,,David O Brown,,,,,rest,,present,,,http://macaulaylibrary.org/video/432328,,,,,sit on log. TRAFFIC. [SUBJECT Amphibian - Bullfrog] ISCI:DB1_HD066_018,,,,,,,,,,,2004-06,,,,2004,6,,04-Jun,,,,,,,,| United States | New York | Tompkins |  |  |  |,North America,,,,United States,US,New York,Tompkins,,,United States | New York | Tompkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lithobates catesbeianus,,,,,,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,,catesbeianus,,species,,,American Bullfrog,ICZN,,,,,,,,,,,Macaulay Library. Macaulay Library Audio and Video Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film (source published on 2015-11-04),7f6dd0f7-9ed4-49c0-bb71-b2a9c7fed9f1,e2e717bf-551a-4917-bdc9-4fa0f342c530,edwin.scholes@cornell.edu,"Edwin Scholes III, Ph.D.",11/04/2015,08/11/2016,10/15/2015,1,0,0,0,observation,0
1481,MovingImage,11/04/2015,CC0,,http://vertnet.org/resources/norms.html,Macaulay Library. Macaulay Library Audio and Video Collection. Record ID: 5872c6d7-7227-4516-9d77-ca83a1f1c4e4. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film (source published on 2015-11-04),http://macaulaylibrary.org/video/431733,urn:lsid:biocol.org:col:34939,,,CLO,ML,,MachineObservation,,,,5872c6d7-7227-4516-9d77-ca83a1f1c4e4,431733,,David O Brown,,,,,,,present,,,http://macaulaylibrary.org/video/431733,,,,,swim. [SUBJECT Amphibian - Bullfrog] ISCI:DB1_HD056_081,,,,,,,,,,,2004-06,,,,2004,6,,04-Jun,,,,,,,,| United States | New York | Tompkins |  |  |  |,North America,,,,United States,US,New York,Tompkins,,,United States | New York | Tompkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lithobates catesbeianus,,,,,,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,,catesbeianus,,species,,,American Bullfrog,ICZN,,,,,,,,,,,Macaulay Library. Macaulay Library Audio and Video Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film (source published on 2015-11-04),7f6dd0f7-9ed4-49c0-bb71-b2a9c7fed9f1,e2e717bf-551a-4917-bdc9-4fa0f342c530,edwin.scholes@cornell.edu,"Edwin Scholes III, Ph.D.",11/04/2015,08/11/2016,10/15/2015,1,0,0,0,observation,0
1482,MovingImage,11/04/2015,CC0,,http://vertnet.org/resources/norms.html,Macaulay Library. Macaulay Library Audio and Video Collection. Record ID: 708a519e-5f15-40ed-abec-8a9ea970fe5e. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film (source published on 2015-11-04),http://macaulaylibrary.org/video/431725,urn:lsid:biocol.org:col:34939,,,CLO,ML,,MachineObservation,,,,708a519e-5f15-40ed-abec-8a9ea970fe5e,431725,,David O Brown,,,,,,,present,,,http://macaulaylibrary.org/video/431725,,,,,"CU, call. [SUBJECT Amphibian - Bullfrog] ISCI:DB1_HD056_073",,,,,,,,,,,2004-06,,,,2004,6,,04-Jun,,,,,,,,| United States | New York | Tompkins |  |  |  |,North America,,,,United States,US,New York,Tompkins,,,United States | New York | Tompkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lithobates catesbeianus,,,,,,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,,catesbeianus,,species,,,American Bullfrog,ICZN,,,,,,,,,,,Macaulay Library. Macaulay Library Audio and Video Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film (source published on 2015-11-04),7f6dd0f7-9ed4-49c0-bb71-b2a9c7fed9f1,e2e717bf-551a-4917-bdc9-4fa0f342c530,edwin.scholes@cornell.edu,"Edwin Scholes III, Ph.D.",11/04/2015,08/11/2016,10/15/2015,1,0,0,0,observation,0
1483,MovingImage,11/04/2015,CC0,,http://vertnet.org/resources/norms.html,Macaulay Library. Macaulay Library Audio and Video Collection. Record ID: 97418ce9-8d59-4a95-b55c-d7deb1450dc8. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film (source published on 2015-11-04),http://macaulaylibrary.org/video/431734,urn:lsid:biocol.org:col:34939,,,CLO,ML,,MachineObservation,,,,97418ce9-8d59-4a95-b55c-d7deb1450dc8,431734,,David O Brown,,,,,,,present,,,http://macaulaylibrary.org/video/431734,,,,,CU. [SUBJECT Amphibian - Bullfrog] ISCI:DB1_HD056_082,,,,,,,,,,,2004-06,,,,2004,6,,04-Jun,,,,,,,,| United States | New York | Tompkins |  |  |  |,North America,,,,United States,US,New York,Tompkins,,,United States | New York | Tompkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lithobates catesbeianus,,,,,,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,,catesbeianus,,species,,,American Bullfrog,ICZN,,,,,,,,,,,Macaulay Library. Macaulay Library Audio and Video Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film (source published on 2015-11-04),7f6dd0f7-9ed4-49c0-bb71-b2a9c7fed9f1,e2e717bf-551a-4917-bdc9-4fa0f342c530,edwin.scholes@cornell.edu,"Edwin Scholes III, Ph.D.",11/04/2015,08/11/2016,10/15/2015,1,0,0,0,observation,0
1484,MovingImage,11/04/2015,CC0,,http://vertnet.org/resources/norms.html,Macaulay Library. Macaulay Library Audio and Video Collection. Record ID: b1d36210-4652-4f11-bae2-3426c88ca1e9. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film (source published on 2015-11-04),http://macaulaylibrary.org/video/431721,urn:lsid:biocol.org:col:34939,,,CLO,ML,,MachineObservation,,,,b1d36210-4652-4f11-bae2-3426c88ca1e9,431721,,David O Brown,,,,,,,present,,,http://macaulaylibrary.org/video/431721,,,,,"prone, sing. [SUBJECT Amphibian - Bullfrog] ISCI:DB1_HD056_069",,,,,,,,,,,2004-06,,,,2004,6,,04-Jun,,,,,,,,| United States | New York | Tompkins |  |  |  |,North America,,,,United States,US,New York,Tompkins,,,United States | New York | Tompkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lithobates catesbeianus,,,,,,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,,catesbeianus,,species,,,American Bullfrog,ICZN,,,,,,,,,,,Macaulay Library. Macaulay Library Audio and Video Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film (source published on 2015-11-04),7f6dd0f7-9ed4-49c0-bb71-b2a9c7fed9f1,e2e717bf-551a-4917-bdc9-4fa0f342c530,edwin.scholes@cornell.edu,"Edwin Scholes III, Ph.D.",11/04/2015,08/11/2016,10/15/2015,1,0,0,0,observation,0
1485,MovingImage,11/04/2015,CC0,,http://vertnet.org/resources/norms.html,Macaulay Library. Macaulay Library Audio and Video Collection. Record ID: c5640599-3c3d-4631-b9ad-9a6a191cb224. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film (source published on 2015-11-04),http://macaulaylibrary.org/video/431664,urn:lsid:biocol.org:col:34939,,,CLO,ML,,MachineObservation,,,,c5640599-3c3d-4631-b9ad-9a6a191cb224,431664,,David O Brown,,,,,,,present,,,http://macaulaylibrary.org/video/431664,,,,,"in water, CU. [SUBJECT Amphibian - Bullfrog] ISCI:DB1_HD056_012",,,,,,,,,,,2004-06,,,,2004,6,,04-Jun,,,,,,,,| United States | New York | Tompkins |  |  |  |,North America,,,,United States,US,New York,Tompkins,,,United States | New York | Tompkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lithobates catesbeianus,,,,,,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,,catesbeianus,,species,,,American Bullfrog,ICZN,,,,,,,,,,,Macaulay Library. Macaulay Library Audio and Video Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film (source published on 2015-11-04),7f6dd0f7-9ed4-49c0-bb71-b2a9c7fed9f1,e2e717bf-551a-4917-bdc9-4fa0f342c530,edwin.scholes@cornell.edu,"Edwin Scholes III, Ph.D.",11/04/2015,08/11/2016,10/15/2015,1,0,0,0,observation,0
1486,MovingImage,11/04/2015,CC0,,http://vertnet.org/resources/norms.html,Macaulay Library. Macaulay Library Audio and Video Collection. Record ID: d1044e65-faff-41b9-bb4d-bc4943ca4bcc. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film (source published on 2015-11-04),http://macaulaylibrary.org/video/431735,urn:lsid:biocol.org:col:34939,,,CLO,ML,,MachineObservation,,,,d1044e65-faff-41b9-bb4d-bc4943ca4bcc,431735,,David O Brown,,,,,,,present,,,http://macaulaylibrary.org/video/431735,,,,,in water. [SUBJECT Amphibian - Bullfrog] ISCI:DB1_HD056_083,,,,,,,,,,,2004-06,,,,2004,6,,04-Jun,,,,,,,,| United States | New York | Tompkins |  |  |  |,North America,,,,United States,US,New York,Tompkins,,,United States | New York | Tompkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lithobates catesbeianus,,,,,,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,,catesbeianus,,species,,,American Bullfrog,ICZN,,,,,,,,,,,Macaulay Library. Macaulay Library Audio and Video Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film (source published on 2015-11-04),7f6dd0f7-9ed4-49c0-bb71-b2a9c7fed9f1,e2e717bf-551a-4917-bdc9-4fa0f342c530,edwin.scholes@cornell.edu,"Edwin Scholes III, Ph.D.",11/04/2015,08/11/2016,10/15/2015,1,0,0,0,observation,0
1487,MovingImage,11/04/2015,CC0,,http://vertnet.org/resources/norms.html,Macaulay Library. Macaulay Library Audio and Video Collection. Record ID: d55f7b9f-1c01-4488-827d-465017733744. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film (source published on 2015-11-04),http://macaulaylibrary.org/video/431724,urn:lsid:biocol.org:col:34939,,,CLO,ML,,MachineObservation,,,,d55f7b9f-1c01-4488-827d-465017733744,431724,,David O Brown,,,,,,,present,,,http://macaulaylibrary.org/video/431724,,,,,CU. [SUBJECT Amphibian - Bullfrog] ISCI:DB1_HD056_072,,,,,,,,,,,2004-06,,,,2004,6,,04-Jun,,,,,,,,| United States | New York | Tompkins |  |  |  |,North America,,,,United States,US,New York,Tompkins,,,United States | New York | Tompkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lithobates catesbeianus,,,,,,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,,catesbeianus,,species,,,American Bullfrog,ICZN,,,,,,,,,,,Macaulay Library. Macaulay Library Audio and Video Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film (source published on 2015-11-04),7f6dd0f7-9ed4-49c0-bb71-b2a9c7fed9f1,e2e717bf-551a-4917-bdc9-4fa0f342c530,edwin.scholes@cornell.edu,"Edwin Scholes III, Ph.D.",11/04/2015,08/11/2016,10/15/2015,1,0,0,0,observation,0
1488,MovingImage,11/04/2015,CC0,,http://vertnet.org/resources/norms.html,Macaulay Library. Macaulay Library Audio and Video Collection. Record ID: e1e55286-2f92-47fa-bb0c-90747e67bdcc. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film (source published on 2015-11-04),http://macaulaylibrary.org/video/431732,urn:lsid:biocol.org:col:34939,,,CLO,ML,,MachineObservation,,,,e1e55286-2f92-47fa-bb0c-90747e67bdcc,431732,,David O Brown,,,,,,,present,,,http://macaulaylibrary.org/video/431732,,,,,attack prey?. [SUBJECT Amphibian - Bullfrog] ISCI:DB1_HD056_080,,,,,,,,,,,2004-06,,,,2004,6,,04-Jun,,,,,,,,| United States | New York | Tompkins |  |  |  |,North America,,,,United States,US,New York,Tompkins,,,United States | New York | Tompkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lithobates catesbeianus,,,,,,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,,catesbeianus,,species,,,American Bullfrog,ICZN,,,,,,,,,,,Macaulay Library. Macaulay Library Audio and Video Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film (source published on 2015-11-04),7f6dd0f7-9ed4-49c0-bb71-b2a9c7fed9f1,e2e717bf-551a-4917-bdc9-4fa0f342c530,edwin.scholes@cornell.edu,"Edwin Scholes III, Ph.D.",11/04/2015,08/11/2016,10/15/2015,1,0,0,0,observation,0
1489,PhysicalObject,04/08/2015,CC0,,http://vertnet.org/resources/norms.html,University of Arkansas Collections Facility. UAFMC Herps. Record ID: urn:catalog:UAFMC:Herps:0068-0735-1670. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uafmc_herps (source published on 2015-05-12),http://portal.vertnet.org/o/uafmc/herps?id=urn-catalog-uafmc-herps-0068-0735-1670,,,,UAFMC,Herps,,PreservedSpecimen,,,,urn:catalog:UAFMC:Herps:0068-0735-1670,0068-0735-1670,,MEEK SETH E,1,,,,,,present,alcoholic,,,,,,,TEACHING COLLECTION ;BUTLER CENTER LOAN #713-11 OCT 2013,,,,,,,,,,,1891-09,,,,1891,9,,XX SEP 1891,,,,,,,,| USA | UNKNOWN | UNKNOWN |  |  |  |,North America,,,,United States,US,,,,LADD'S MILL,USA | UNKNOWN | UNKNOWN | LADD'S MILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lithobates catesbeianus,,,,,ANURA | RANIDAE | LITHOBATES,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,,catesbeianus,,species,,,AMERICAN BULLFROG,ICZN,,,,,,,,,,,University of Arkansas Collections Facility. UAFMC Herps. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uafmc_herps (source published on 2015-05-12),9dc5adb8-b4c0-4642-b1ed-b7c5b0a8c552,9a367b8c-22dd-402d-9161-d3c64c6d6a94,nmccartn@uark.edu,Nancy McCartney,05/12/2015,08/12/2016,04/08/2015,0,1,0,0,specimen,0
1490,PhysicalObject,2016-02-28T17:58:48.000Z,http://creativecommons.org/publicdomain/zero/1.0/,Yale Peabody Museum of Natural History,"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj","Yale Peabody Museum. Vertebrate Zoology Division - Herpetology, Yale Peabody Museum. Record ID: urn:uuid:b6f350aa-c7c1-440b-b13c-8922b9c43f9f. Source: http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_her (source published on 2015-10-09)",http://collections.peabody.yale.edu/search/Record/YPM-HERA-011882,,,,YPM,VZ,,PreservedSpecimen,,,,urn:uuid:b6f350aa-c7c1-440b-b13c-8922b9c43f9f,YPM HERA 011882,,,1,,juvenile,,,,,10% form.->70% alc.,,,||,,,,number 11882; lot count 1,,,,,,Rana catesbeiana|Lithobates catesbeianus|Rana catesbeiana,,,,F4119,2005,,,,2005,,,2005,,,,,,,,North America; USA; Connecticut,North America,,,,USA,,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rana catesbeiana,,,,,Animalia; Chordata; Vertebrata; Amphibia; Anura; Ranidae,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,,catesbeiana,,Species,,"Shaw, 1802",American Bullfrog; Ranid Frogs; Frogs; Amphibians; vertebrates; chordates; animals,ICZN,,,,,,,,juvenile,,,"Yale Peabody Museum. Vertebrate Zoology Division - Herpetology, Yale Peabody Museum. Source: http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_her (source published on 2015-10-09)",861d3d64-f762-11e1-a439-00145eb45e9a,2e167bb0-4441-11db-9ba2-b8a03c50a862,lawrence.gall@yale.edu,Larry Gall,10/09/2015,08/11/2016,no migrator,0,0,0,0,specimen,0
1491,MovingImage,11/04/2015,CC0,,http://vertnet.org/resources/norms.html,Macaulay Library. Macaulay Library Audio and Video Collection. Record ID: 3d82bbba-14b2-4342-a655-8d90af8b8af8. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film (source published on 2015-11-04),http://macaulaylibrary.org/video/429692,urn:lsid:biocol.org:col:34939,,,CLO,ML,,MachineObservation,,,,3d82bbba-14b2-4342-a655-8d90af8b8af8,429692,,David O Brown,,,,,,,present,,,http://macaulaylibrary.org/video/429692,,,,,rest among cypress knees. [SUBJECT Amphibian - Frog] ISCI:DB1_HD008_018,,,,,,,,,,,2004,,,,2004,,,2004,,,,,,,,| United States | Arkansas |  |  |  |  |,North America,,,,United States,US,Arkansas,,,Bayou de View,United States | Arkansas | Bayou de View,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lithobates catesbeianus,,,,,,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,,catesbeianus,,species,,,American Bullfrog,ICZN,,,,,,,,,,,Macaulay Library. Macaulay Library Audio and Video Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film (source published on 2015-11-04),7f6dd0f7-9ed4-49c0-bb71-b2a9c7fed9f1,e2e717bf-551a-4917-bdc9-4fa0f342c530,edwin.scholes@cornell.edu,"Edwin Scholes III, Ph.D.",11/04/2015,08/11/2016,10/15/2015,1,0,0,0,observation,0
1492,PhysicalObject,2016-02-28T17:58:48.000Z,http://creativecommons.org/publicdomain/zero/1.0/,Yale Peabody Museum of Natural History,"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj","Yale Peabody Museum. Vertebrate Zoology Division - Herpetology, Yale Peabody Museum. Record ID: urn:uuid:625d0aca-e7c1-44d6-b5f5-2b85f89d3757. Source: http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_her (source published on 2015-10-09)",http://collections.peabody.yale.edu/search/Record/YPM-HERA-006043,,,,YPM,VZ,,PreservedSpecimen,,,,urn:uuid:625d0aca-e7c1-44d6-b5f5-2b85f89d3757,YPM HERA 006043,,,1,,,,,,,skeleton,,,||,,,Osteo 5311 (HER.O.05311),number 6043; lot count 1,,,,,,Rana catesbeiana|Lithobates catesbeianus|Rana catesbeiana,,,,,1967,,,,1967,,,1967,,,,,,,,North America; USA; Connecticut,North America,,,,USA,,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rana catesbeiana,,,,,Animalia; Chordata; Vertebrata; Amphibia; Anura; Ranidae,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,,catesbeiana,,Species,,"Shaw, 1802",American Bullfrog; Ranid Frogs; Frogs; Amphibians; vertebrates; chordates; animals,ICZN,,,,,,,,,,,"Yale Peabody Museum. Vertebrate Zoology Division - Herpetology, Yale Peabody Museum. Source: http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_her (source published on 2015-10-09)",861d3d64-f762-11e1-a439-00145eb45e9a,2e167bb0-4441-11db-9ba2-b8a03c50a862,lawrence.gall@yale.edu,Larry Gall,10/09/2015,08/11/2016,no migrator,0,0,0,0,specimen,0
